"DS,LGBM",930.45
"DS,LR",911.77
"DS,LSR",911.78
"DS,RR",911.72
"DS,SVR",931.57
"DS,asIs",898.87
"DS,k1",1219.52
"DS,k3",1250.77
"DS,k5",1282.96
"DS,mid-leaf",910.12
"RS,LGBM",287.06
"RS,LR",268.84
"RS,LSR",268.84
"RS,RR",268.79
"RS,SVR",288.53
"RS,asIs",255.52
"RS,k1",594.09
"RS,k3",625.37
"RS,k5",657.54
"RS,mid-leaf",267.18
"non,LGBM",3083.33
"non,LR",2620.23
"non,LSR",2616.38
"non,RR",2614.5
"non,SVR",13788.27
"non,asIs",3.48
"non,k1",2958.43
"non,k3",2987.82
"non,k5",3020.23
"non,mid-leaf",2609.36
