"non,asIs",0.69
"RS,asIs",33.77
"RS,mid-leaf",35.67
"RS,LR",37.67
"RS,RR",37.88
"RS,LSR",39.1
"RS,SVR",39.4
"RS,LGBM",44.32
"RS,k1",70.13
"RS,k3",73.43
"RS,k5",76.98
"DS,asIs",95.17
"DS,mid-leaf",96.99
"DS,LR",98.95
"DS,RR",99.14
"DS,LSR",100.37
"DS,SVR",100.67
"DS,LGBM",105.01
"DS,k1",130.24
"DS,k3",133.45
"DS,k5",136.92
"non,mid-leaf",253.95
"non,RR",258.17
"non,LR",258.36
"non,LSR",288.91
"non,k1",299.31
"non,k3",302.46
"non,k5",305.95
"non,LGBM",327.54
"non,SVR",640.84
